soil_type,ph,ec,oc,av_p,av_k,av_s,av_zn,av_b,av_fe,av_cu,av_mn
Sandy,5.1,0.03,1.06,7.8,18,1,0.18,0.624,12.59,0.337,8.23
Sandy,5.4,0.01,0.94,6.8,16,2,0.89,0.504,10.28,0.928,6.25
Sandy,5.4,0.01,0.98,6.3,17,3,1.06,0.504,10.97,0.228,3.58
Sandy,5.5,0.01,0.96,7.8,16,2,0.76,0.168,8.689,0.689,2.84
Sandy,5.6,0.01,0.98,7.8,19,2,0.88,0.384,7.125,0.337,2.624
Sandy,5.9,0.02,1.18,7.8,22,3,0.92,0.36,6.538,0.289,3.58
Sandy,5.8,0.01,0.98,10.2,22,1,0.76,1.152,23.25,0.728,4.65
Sandy,5.5,0.02,0.92,7.3,21,2,0.88,0.24,14.69,0.227,8.32
Sandy,5.7,0.02,0.97,6.3,20,2,0.92,0.6,18.95,0.116,2.65
Sandy,5.6,0.02,0.96,7.3,18,2,0.92,0.312,12.36,0.213,2.5
Sandy,5.7,0.02,0.98,6.3,18,2,1.06,0.36,15.89,0.439,2.635
Sandy,5.3,0.03,1.42,8.3,38,16,0.1,1.416,21.25,0.693,5.326
Sandy,5.2,0.03,1.51,11.2,40,26,0.97,0.216,32.23,0.365,3.21
Sandy,5.2,0.03,1.28,9.2,38,4,0.11,0.408,22.36,0.415,4.263
Sandy,5.2,0.03,1.1,8.7,35,10,0.65,0.6,21.36,0.852,6.325
Sandy,5.3,0.03,0.72,7.8,30,6,0.61,0.816,20.36,0.652,5.362
Sandy,5.1,0.03,1.35,11.7,38,4,1.36,0.36,14.26,0.365,2.365
Sandy,5.5,0.02,0.94,11.7,39,18,0.24,1.2,23.36,0.325,4.236
Sandy,5.3,0.03,1.14,12.1,30,4,0.37,0.768,20.36,0.952,3.652
Sandy,5.4,0.03,0.97,13.1,34,4,0.64,1.272,21.36,0.745,6.321
Sandy,5.4,0.02,0.92,10.2,42,11,0.59,0.6,12.36,0.365,5.326
Sandy,5.5,0.62,0.62,4.4,32,24,0.64,0.624,22.55,0.325,7.23
Sandy,5,0.21,0.63,3.4,38,2,0.33,0.792,23.96,0.365,2.69
Sandy,5.1,0.11,0.55,5.3,39,4,0.65,0.672,32.77,0.149,4.236
Sandy,5,0.07,0.6,7.3,30,14,0.97,0.048,23.6,0.265,5.21
Sandy,5.1,0.05,0.67,7.8,25,17,0.3,0.072,23.35,0.242,6.321
Sandy,5,0.05,0.79,10.7,30,9,0.63,0.168,17.59,0.325,5.32
Sandy,5,0.04,0.62,11.7,35,4,0.14,0.072,18.46,0.686,5.32
Sandy,5,0.04,0.65,11.2,40,4,1.23,0.048,24.33,0.321,1.815
Sandy,5.1,0.03,0.62,7.8,38,2,0.16,0.192,21.56,0.693,2.365
Sandy,5,0.03,0.68,10.7,26,4,1.36,0.072,27.71,0.236,8.325
Sandy,5.2,0.02,0.77,7.3,18,5,0.82,1.512,12.35,0.24,12.35
Sandy,5,0.02,0.89,6.3,17,1,0.9,1.152,12.35,0.559,10.26
Sandy,5.1,0.02,0.89,6.8,18,2,0.72,1.056,12.69,0.613,12.35
Sandy,5.2,0.02,1.36,8.7,17,1,0.7,0.864,61.54,0.422,24.23
Sandy,5.2,0.03,1.06,7.3,20,1,0.18,1.056,62.89,1.076,10.25
Sandy,5.2,0.03,0.98,6.8,19,5,0.27,0.84,22.35,1.4,9.52
Sandy,5.6,0.04,0.73,7.8,14,2,0.82,0.552,33.65,0.891,5.32
Sandy,5.4,0.03,1.21,6.8,17,2,0.26,0.456,14.36,0.684,3.361
Sandy,5.2,0.03,0.86,7.8,17,2,0.79,0.696,41.65,0.668,3.541
Sandy,5.3,0.03,0.78,8.7,13,25,0.28,1.32,12.35,0.586,3.984
Sandy,5.4,0.03,0.8,7.8,22,10,0.86,0.36,29.39,0.647,5.214
Sandy,5.6,0.03,0.94,6.8,19,2,0.38,1.104,22.27,0.94,6.253
Sandy,5.3,0.03,0.89,7.3,20,3,0.82,1.008,22.95,0.722,7.412
Sandy,5.3,0.03,0.97,6.8,21,2,0.72,0.84,28.48,0.517,10.23
Sandy,5.3,0.03,0.83,6.8,16,6,0.12,0.864,28.31,0.522,5.63
Sandy,5.4,0.04,0.68,6.8,17,1,0.74,0.384,36.32,0.635,2.652
Sandy,5.3,0.03,1.09,12.1,17,2,0.9,0.624,12.89,0.913,5.23
Sandy,5.3,0.03,0.85,6.8,18,2,0.72,0.984,15.67,0.258,9.32
Sandy,5.4,0.04,0.81,7.8,16,3,0.69,2.28,45.12,0.489,10.23
Sandy,5.3,0.04,0.95,8.3,16,2,0.55,0.912,12.23,0.589,8.52
Sandy,5.5,0.03,1.68,9.7,38,6,0.45,0.576,25.82,0.369,3.325
Sandy,5.5,0.03,1.54,10.2,37,2,0.54,0.6,18.91,0.558,9.13
Sandy,5.4,0.03,1.6,11.7,30,2,0.35,1.224,20.62,0.526,5.236
Sandy,5.3,0.03,1.62,7.8,34,3,0.63,0.432,26.8,0.654,3.364
Sandy,5.3,0.02,1.71,8.7,29,1,0.85,0.336,22.36,0.633,6.325
Sandy,5.2,0.02,1.25,9.2,25,2,0.53,0.816,25.36,0.265,3.435
Sandy,5.2,0.03,2.1,10.7,33,3,0.7,0.456,12.36,0.369,12.36
Sandy,5.2,0.03,1.9,7.3,39,2,0.19,0.096,11.23,0.958,3.598
Sandy,5.3,0.03,1.6,12.1,40,3,0.7,0.576,19.59,0.409,5.326
Sandy,5.3,0.02,1.62,10.2,39,4,0.63,0.792,21.86,0.254,2.079
Sandy,5.3,0.03,1.5,7.3,30,36,0.26,0.288,21.55,0.625,6.324
Sandy,5.3,0.02,1.2,7.3,38,20,0.24,0.912,27.7,0.707,4.626
Sandy,5.2,0.02,1.1,7.3,30,22,1.24,0.552,20.32,0.665,7.256
Sandy,5.2,0.02,1.62,12.1,34,10,0.19,1.2,20.64,0.658,5.374
Sandy,5.4,0.03,1.21,10.7,39,31,1.24,1.872,22.36,0.625,5.326
Sandy,5.4,0.03,0.81,6.8,35,70,0.56,0.96,25.4,0.532,2.827
Sandy,5.2,0.03,1.2,9.2,39,2,0.97,1.008,28.52,1.32,5.326
Sandy,5.1,0.03,0.79,12.6,25,5,0.26,1.752,28.89,0.369,4.369
Sandy,5.1,0.03,0.91,9.7,40,69,1.23,1.224,23.67,0.652,4.236
Sandy,5.3,0.02,1.02,9.2,40,25,0.12,0.336,24.01,0.852,9.416
Sandy,5.1,0.03,0.69,10.2,34,3,0.37,1.296,38.22,0.594,6.325
Sandy,5.1,0.03,0.63,9.7,30,14,1.23,1.224,38.41,0.325,2.095
Sandy,5.1,0.03,0.65,8.7,35,35,0.27,1.272,37.46,0.634,5.263
Sandy,5,0.03,0.62,7.8,38,4,1.37,1.224,35.17,0.325,4.326
Sandy,5,0.02,0.68,5.8,4,2,0.32,1.296,40.38,0.363,6.325
Sandy,5,0.02,0.71,8.3,36,3,1.25,1.2,38.29,0.325,3.329
Sandy,5,0.02,0.61,6.3,35,2,0.7,1.008,27.94,0.645,5.236
Sandy,5,0.03,0.65,6.8,36,8,0.85,1.104,37.96,0.307,2.275
Sandy,5.1,0.03,0.68,9.2,42,29,0.76,0.96,15.23,0.325,4.012
Sandy,5,0.03,0.71,7.8,34,4,0.64,1.08,16.32,0.266,6.32
Sandy,5,0.03,0.68,5.8,34,103,1.23,1.128,14.25,0.245,3.638
Sandy,5.1,0.02,0.64,8.7,35,12,0.97,1.056,16.32,0.652,5.236
Sandy,5,0.03,0.65,7.3,39,6,0.85,3.024,17.25,0.267,7.25
Sandy,5,0.02,0.67,8.7,39,180,0.76,0.96,16.32,0.365,6.325
Sandy,4.9,0.03,0.64,8.3,40,38,0.97,1.08,14.25,0.458,1.236
Sandy,5,0.02,0.65,8.7,38,26,0.26,1.008,12.36,0.958,2.311
Sandy,5,0.03,0.66,6.8,39,2,0.65,1.104,9.36,0.458,3.255
Sandy,5,0.03,0.69,6.3,40,106,0.52,1.2,8.625,0.856,1.236
Sandy,5,0.02,0.76,9.7,39,323,0.63,1.248,6.32,0.547,2.036
Sandy,5,0.03,0.8,11.7,43,7,0.24,0.96,12.36,0.365,3.255
Sandy,5.2,0.04,1.09,9.7,28,4,1.2,1.752,9.256,1.86,18
Sandy,5.2,0.03,1.02,14.1,22,10,0.95,0.984,8.521,0.86,17.14
Sandy,5.2,0.03,1.12,11.7,22,6,1.23,0.888,23.25,0.92,14.45
Sandy,5.2,0.03,0.97,9.7,22,4,0.92,0.432,21.23,0.35,13.43
Sandy,5.2,0.03,1.26,9.7,20,4,0.85,1.248,21.86,1.2,14.9
Sandy,5.2,0.03,1.02,9.7,21,4,0.79,1.344,12.36,0.86,14.58
Sandy,5.3,0.03,1.21,11.2,22,5,1.12,2.208,11.32,0.92,15.41
Sandy,5.3,0.04,0.95,9.7,20,4,0.89,0.672,10.23,0.35,15.27
Sandy,5.2,0.04,0.8,10.7,19,23,1.32,0.096,21.02,1.2,14.9
Sandy,5.3,0.04,0.96,9.2,18,24,0.97,0.432,12.32,2.92,14.58
Sandy,5.4,0.04,0.77,10.2,25,4,1.24,0.408,14.25,0.86,15.41
Sandy,5.3,0.03,0.74,9.2,22,5,1.23,0.336,21.02,0.86,17.14
Sandy,5.3,0.03,1.05,9.7,21,3,1.32,0.648,6.365,0.92,14.45
Sandy,5.3,0.03,1.11,8.3,24,4,0.9,0.744,8.52,0.35,13.43
Sandy,5.2,0.04,1.07,9.2,25,3,0.95,0.696,9.235,1.2,15.27
Sandy,5.2,0.03,1.05,10.7,17,5,1.24,0.816,4.98,0.92,14.9
Sandy,5.3,0.04,1.05,8.7,19,2,1.24,0.984,21.25,0.35,14.58
Sandy,5.4,0.05,1.1,10.2,18,5,0.37,1.008,12.345,1.2,15.41
Sandy,5.3,0.04,0.96,10.7,20,4,0.9,0.744,41.23,2.91,17.14
Sandy,5.2,0.04,1.18,9.2,23,5,1.23,0.984,10.23,2.76,14.45
Laterite,7.3,0.61,0.72,58.3,140,156,4.48,54.144,21.93,1.524,5.334
Laterite,7.2,1,0.81,6.8,66,94,1.08,1.728,35.02,2.476,2.455
Laterite,7.6,1,0.96,42.2,148,160,2.34,53.568,16.79,0.635,2.172
Laterite,7.7,1,1.1,37.4,111,164,2.39,26.544,15.26,0.413,2.095
Laterite,7.8,1,0.8,46.1,213,95,2.77,53.568,16.55,0.73,2.892
Laterite,7.8,1.14,0.91,10.2,98,85,1.1,24.048,38.71,0.603,3.458
Laterite,7.3,1.01,0.89,55.8,96,70,2.26,24.216,26.59,1.397,3.766
Laterite,7.1,1.05,0.97,48.6,95,77,2.47,2.208,26.59,2.238,3.715
Laterite,6.8,0.22,0.82,8.7,34,61,1.1,2.088,44.9,2.317,2.175
Laterite,6.7,0.15,1.2,9.2,29,58,1,0.168,43.37,2.095,2.018
Laterite,6.9,1,1.3,48.6,99,114,3.48,53.568,13.98,0.698,4.075
Laterite,7.2,1,1.4,59.7,94,80,2.74,48.816,12.29,0.571,3.817
Laterite,7.4,1,1.17,63.1,95,3,1.42,26.208,34.7,1.841,3.855
Laterite,7.4,0.56,0.98,55.8,209,80,1.2,26.088,32.85,1.683,2.763
Laterite,6.9,1.46,1.2,46.1,198,50,2.43,48.576,21.2,0.857,2.378
Laterite,6.8,0.79,1.6,60.7,185,45,2.06,25.896,32.29,1.048,3.303
Laterite,6.7,0.59,0.79,61.7,177,60,1.96,1.512,35.26,1.365,3.663
Laterite,7.1,1,1.2,65.6,98,35,3.23,48.648,14.22,0.603,3.535
Laterite,7.2,1,0.98,10.7,36,45,1.33,26.328,34.62,0.921,1.427
Laterite,7.3,0.24,1.2,4.4,19,6,1.15,1.728,35.1,0.857,0.861
Sandy,5.3,0.04,0.99,11.7,28,70,0.92,0.816,32.62,2.88,18.86
Sandy,5.1,0.03,1.08,10.2,23,50,0.82,0.72,37.19,2.54,17.5
Sandy,5.9,0.03,1.2,10.2,28,35,0.84,0.816,35.81,2.84,19.37
Sandy,5.1,0.03,1.11,11.7,23,12,0.64,0.456,27.89,2.79,18.36
Sandy,5.2,0.03,1.2,9.7,18,42,0.37,0.96,27.02,1.74,8.31
Sandy,5.4,0.04,1.16,8.7,12,12,0.36,0.072,27.43,1.33,5.78
Sandy,5.7,0.04,1.32,10.7,15,23,0.2,0.384,15.3,1.37,5.72
Sandy,5.8,0.03,1.16,9.7,20,20,0.61,0.312,13.93,1.3,6.09
Sandy,6.1,0.03,1.17,10.2,16,34,0.34,0.024,33.2,1.49,6.06
Sandy,6.1,0.04,1.12,12.6,15,19,0.15,0.528,29.15,2.46,16.59
Sandy,6.1,0.03,1.62,9.2,12,12,0.75,1.488,27.52,1.55,8.27
Sandy,6,0.03,1.79,10.2,14,15,0.2,0.792,25.19,1.3,5.79
Sandy,6.1,0.03,1.41,8.7,14,17,1.3,0.672,15.37,1.24,5.51
Sandy,6.1,0.03,1.51,10.7,14,16,1.25,0.312,38.58,1.61,6.12
Sandy,5.9,0.03,1.48,9.7,11,12,1.25,0.792,20.36,1.58,6.6
Sandy,5.6,0.05,0.67,8.3,24,12,1.54,0.36,30.17,2.75,18.18
Sandy,5.2,0.04,0.73,10.2,31,19,1.54,0.456,35.08,2.94,20.32
Sandy,5.2,0.05,0.69,9.2,30,13,1.5,0.408,27.89,2.9,19
Sandy,5.2,0.05,0.73,11.2,25,39,1.59,0.048,29.39,2.68,16.99
Sandy,5.2,0.05,0.77,9.7,23,20,1.04,0.336,22.27,1.57,7.38
Sandy,5.1,0.03,1.2,12.6,16,80,0.72,0.672,33.18,2.14,16.51
Sandy,5.2,0.02,1.11,10.7,15,87,0.83,0.984,34.36,2.3,17.4
Sandy,5.1,0.03,1.04,10.7,19,15,0.59,0.696,29.69,2.45,17.82
Sandy,5.1,0.03,1.2,12.6,20,21,0.39,0.216,29.37,2.01,14.55
Sandy,5,0.02,1.02,9.7,13,15,0.74,0.216,31.7,2.1,15.23
Sandy,5.1,0.03,1.1,12.1,17,21,0.76,0.168,29.28,2.14,15.22
Sandy,5.1,0.02,1.18,10.7,18,22,0.61,0.792,38.37,2.26,16.4
Sandy,5,0.03,1.06,11.7,21,12,0.51,0.096,30.99,2.23,16.77
Sandy,5.1,0.03,1.04,11.2,22,13,0.8,0.096,36.09,2.34,13.39
Sandy,5.1,0.03,1.1,9.7,13,10,0.72,1.152,37.17,2.5,19.92
Sandy,5.2,0.03,1.17,9.2,18,70,0.9,0.48,34.22,2.09,16.99
Sandy,5,0.03,0.94,10.7,14,40,1.14,0.216,27.04,2.04,17.25
Sandy,5.1,0.03,1.01,9.7,17,10,1.21,0.024,27.77,2.2,16.23
Sandy,5.1,0.03,1.12,9.2,16,11,1.06,0.6,30.25,1.96,15.1
Sandy,5,0.03,1.06,10.2,15,19,0.7,0.36,33.88,2.16,16.33
Sandy,5,0.03,0.98,8.3,23,22,1.16,0.096,33.36,2.46,21.29
Sandy,5.1,0.03,1.09,8.3,19,14,0.29,0.216,18.29,0.83,6.23
Sandy,5.1,0.03,1.24,8.7,18,23,0.95,0.096,34.23,2.12,16.53
Sandy,5,0.03,1.08,10.2,15,18,0.95,0.072,26.26,2.06,15.8
Sandy,5.1,0.03,1.21,9.2,19,12,1.07,0.072,26.77,2.63,18.34
Sandy,5.5,0.16,1.03,9.2,95,40,0.73,0.744,5.366,1.61,11.54
Sandy,5.5,0.16,1.08,12.6,88,31,0.61,0.984,30.86,1.392,11.52
Sandy,5.5,0.16,1.02,9.7,78,43,0.65,2.184,31.75,1.61,11.14
Sandy,5.6,0.15,1.01,12.6,92,52,1.01,1.8,34.54,1.804,11.16
Sandy,5.6,0.14,1.03,10.7,72,55,0.64,1.776,36.44,1.707,13.32
Sandy,5.6,0.13,1.04,10.7,72,26,0.54,1.92,33.59,1.659,12.41
Sandy,5.6,0.14,1.02,10.7,79,41,0.59,1.464,27.11,1.634,11.21
Sandy,5.2,0.15,0.95,12.6,75,28,1.35,1.848,31.81,1.562,12.31
Sandy,5.3,0.14,0.9,9.7,86,43,0.72,1.224,29.33,1.489,8.014
Sandy,5.4,0.13,1.12,11.7,75,48,0.75,0.864,32.44,1.852,10.58
Sandy,5.5,0.15,0.82,13.1,97,18,0.5,1.008,27.56,1.154,10.9
Sandy,5.5,0.15,0.99,10.2,82,28,0.09,0.624,23.86,0.955,10.62
Sandy,5.3,0.17,1,11.7,73,24,0.46,0.552,26.33,1.03,11.15
Sandy,5.5,0.16,0.98,12.6,69,19,0.5,3.576,23.67,1.005,9.574
Sandy,5.5,0.14,0.98,10.7,69,23,0.24,2.64,25.55,0.955,8.817
Sandy,5.4,0.14,1.01,12.6,62,15,0.51,1.104,32.24,1.427,11.15
Sandy,5.7,0.15,0.53,11.2,58,25,0.44,2.568,27.82,1.476,10.14
Sandy,5.7,0.15,0.56,11.2,88,35,0.54,2.304,23.34,1.179,11.31
Sandy,5.1,0.18,0.58,11.7,77,31,0.54,2.232,31.01,1.278,12.85
Sandy,5.1,0.15,0.58,9.7,94,25,0.38,0.744,28.15,1.03,11.12
Sandy,5.2,0.03,1.14,12.1,19,33,0.96,1.176,30.49,3.04,15.07
Sandy,5.2,0.03,1.14,11.7,22,81,1.23,0.168,25.88,2.91,15.27
Sandy,5.1,0.03,1.64,11.2,19,193,1.05,0.144,25.03,3.01,14.9
Sandy,5.1,0.03,1.61,11.2,19,40,0.78,1.392,22.84,2.76,14.58
Sandy,5.1,0.03,1.34,11.7,18,11,0.99,0.792,31.5,2.95,15.41
Sandy,5.2,0.03,1.36,11.2,19,6,1.07,0.528,31.33,2.87,17.14
Sandy,5.2,0.03,1.61,12.1,17,2,0.97,0.072,25.98,2.91,14.45
Sandy,5.2,0.03,0.8,13.1,22,3,1.16,0.336,31.34,2.76,13.43
Sandy,5.1,0.04,0.9,12.1,26,8,1.01,0.648,31.04,2.94,13.56
Sandy,5.1,0.04,1.18,12.1,27,29,1.01,1.056,25.94,2.88,14.28
Sandy,5.2,0.03,1.11,10.7,25,120,1.01,0.624,30,2.94,12.13
Sandy,5.1,0.04,1.1,12.1,21,131,1.17,0.6,30.34,3.06,16.18
Sandy,5.2,0.03,0.9,9.7,19,125,0.93,0.312,26.05,3.14,15.99
Sandy,5.1,0.03,1.26,11.7,21,21,1.1,0.816,25.98,2.91,15.3
Sandy,5.1,0.03,1.16,9.2,20,33,1.16,0.144,33.4,3.04,15.52
Sandy,5.2,0.03,0.98,12.1,21,48,1.09,0.456,27.58,2.84,17.14
Sandy,5.1,0.03,1.18,10.7,24,23,1.05,0.528,28.96,2.83,14.84
Sandy,5.1,0.03,1.02,8.7,23,38,0.93,1.128,34.24,2.92,15.27
Sandy,5.1,0.03,1.2,12.1,23,24,1.03,0.432,25.94,2.94,14.9
Sandy,5.1,0.04,1.12,11.2,22,18,0.82,1.152,5.369,1.82,14.58
Laterite,6.4,1,1.49,58.3,89,3,3.04,29.064,15.98,1.238,3.355
Laterite,6.9,0.65,1.19,27.2,110,19,1.02,54.144,35.58,2.381,3.74
Laterite,7.2,0.16,1.44,18,40,4,0.74,25.08,44.18,2.603,3.226
Laterite,6.7,1,2.07,77.7,79,2,2.89,7.104,19.04,0.857,3.432
Laterite,6.9,1.38,1.14,17.5,48,2,1.28,53.808,45.86,1.619,2.352
Laterite,7.1,0.1,0.98,15.1,28,3,1.08,11.472,42.41,1.556,2.172
Laterite,6.8,0.52,1.32,36.9,79,4,2.07,1.128,32.27,1.937,3.843
Laterite,7.3,1,1.12,27.7,38,2,3.44,6.552,19.52,0.762,2.147
Laterite,7.5,1,1.21,47.6,219,3,3.3,53.976,11.81,0.698,3.843
Laterite,7.7,1.26,1.17,39.8,60,2,1.59,54.528,39.52,1.651,3.715
Laterite,6.1,0.4,1.27,43.2,133,2,1.42,1.872,29.64,1.365,2.841
Laterite,5.9,0.41,1.24,44.7,87,63,1.35,10.872,31.41,1.175,2.969
Laterite,5.9,0.42,1.25,36.4,162,111,1.52,4.992,31.41,1.404,3.355
Laterite,5.9,0.52,1.26,41.3,167,36,1.58,2.688,29.4,1.27,4.023
Laterite,5.9,0.48,1.26,44.7,180,34,1.57,1.992,29.64,1.175,3.868
Laterite,5.8,0.52,1.32,42.7,148,37,1.52,3.432,30.2,1.111,3.303
Laterite,5.8,0.25,1.22,14.6,37,13,1.55,4.632,30.36,5.238,18.83
Laterite,5.8,0.07,1.31,10.2,30,9,1.09,5.448,38.55,1.841,3.972
Laterite,5.5,0.05,1.52,6.3,18,56,0.98,1.8,38.55,1.27,2.249
Laterite,5.3,0.05,1.26,4.4,17,32,0.94,1.056,38.63,1.46,2.069
Sandy,5.1,0.03,0.87,11.2,24,2,0.55,1.104,15.98,1.238,1.575
Sandy,5,0.02,0.92,11.7,21,2,0.68,0.888,18.97,0.327,1.438
Sandy,5,0.02,0.94,13.6,22,3,0.68,0.648,28.39,0.257,9.32
Sandy,5,0.02,0.98,11.7,23,2,0.55,0.24,38.91,1.285,5.21
Sandy,5.1,0.03,0.88,14.6,18,1,0.68,0.192,21.35,1.565,5.35
Sandy,5.2,0.03,0.86,9.7,18,2,0.73,0.816,25.64,1.799,2.36
Sandy,5,0.02,0.87,10.2,17,2,0.55,0.84,35.23,3.033,4.21
Sandy,5,0.02,0.84,10.7,18,3,0.68,0.336,25.52,1.402,3.65
Sandy,5.1,0.02,0.91,10.2,20,2,0.73,0.36,32.59,1.612,2.36
Sandy,5.1,0.02,0.89,12.6,16,3,0.88,0.72,31.52,1.893,2.763
Sandy,5,0.03,1.11,8.7,26,2,0.92,1.32,12.16,2.103,3.21
Sandy,5.1,0.02,1.21,8.7,19,3,0.92,0.504,12.35,1.706,4.23
Sandy,5,0.02,1.07,8.7,20,2,0.77,0.432,10.9,2.43,6.25
Sandy,4.9,0.02,0.98,8.7,19,1,0.68,0.984,10.27,2.313,8.32
Sandy,5.1,0.02,0.96,10.2,17,3,0.55,1.776,12.23,0.117,4.26
Sandy,5.1,0.02,0.95,8.3,16,2,0.68,0.144,6.78,0.14,3.65
Sandy,5.1,0.02,0.89,8.3,21,2,0.73,2.064,20.69,0.117,3.535
Sandy,5,0.02,0.86,11.2,19,2,0.88,1.272,13.8,0.234,2.36
Sandy,5.2,0.02,0.92,10.7,20,2,0.63,1.416,24.29,0.374,5.23
Sandy,5.1,0.02,0.94,9.2,21,2,0.71,1.728,30.21,0.35,6.21
Sandy,5,0.03,0.65,9.2,29,43,1.24,0.744,14.23,0.236,5.211
Sandy,5,0.03,0.71,7.3,30,2,0.97,0.768,36.63,0.844,4.233
Sandy,5,0.03,0.68,6.8,39,21,0.97,0.648,24.38,0.236,7.685
Sandy,5,0.03,0.69,7.3,29,6,0.85,0.84,21.46,0.835,5.21
Sandy,5.1,0.03,0.72,9.2,30,5,1.23,0.624,26.1,0.211,3.256
Sandy,5,0.03,0.73,9.2,29,2,0.85,0.672,28.32,3.75,8.836
Sandy,5,0.03,0.72,8.7,30,16,0.65,0.768,34.48,0.365,5.214
Sandy,5,0.03,0.62,9.7,35,4,1.23,0.888,38.22,3.935,8.425
Sandy,5,0.04,0.64,5.8,29,7,0.28,0.648,38.41,0.366,4.236
Sandy,5,0.04,0.63,6.8,30,19,0.36,0.768,37.46,1.167,5.514
Sandy,5.1,0.04,0.65,8.3,33,2,0.72,0.912,35.17,0.255,2.365
Sandy,5,0.04,0.66,8.7,38,6,0.53,1.08,40.38,0.844,5.274
Sandy,5,0.04,0.67,9.7,35,11,0.83,1.104,38.29,0.633,6.355
Sandy,5,0.04,0.68,9.2,25,2,0.63,1.008,27.94,0.855,4.418
Sandy,5,0.04,0.69,8.3,36,3,0.28,1.176,37.96,0.744,5.236
Sandy,5,0.04,0.71,6.8,39,17,0.52,1.08,21.36,0.567,5.236
Sandy,5,0.04,0.7,6.8,30,11,0.79,1.2,12.36,0.325,4.236
Sandy,5,0.04,0.65,5.8,38,2,0.37,1.008,5.96,0.332,3.021
Sandy,5,0.03,0.63,5.3,42,3,0.28,1.224,12.36,3.021,4.023
Sandy,5,0.03,0.64,10.7,36,2,0.96,1.248,13.64,0.322,5.236
Sandy,5.3,0.04,0.85,8.7,16,39,3.27,1.704,5.364,0.852,5.326
Sandy,5.1,0.03,0.97,10.2,14,54,1.24,1.344,8.365,0.9632,3.236
Sandy,5.1,0.03,0.92,3.9,18,55,0.37,0.096,6.325,0.456,8.321
Sandy,5.1,0.03,0.97,8.7,19,43,0.87,1.8,7.256,0.526,5.326
Sandy,5.2,0.03,1.22,8.7,4,40,1.24,1.608,6.325,0.321,9.321
Sandy,5.5,0.03,0.82,10.2,13,43,0.93,0.816,9.365,0.426,5.336
Sandy,5.4,0.03,0.67,9.7,14,40,0.37,1.248,4.658,0.625,4.326
Sandy,5.4,0.03,0.68,9.2,13,43,0.53,0.6,8.652,0.325,9.325
Sandy,5.2,0.03,0.95,8.7,16,40,0.63,0.528,8.265,0.569,6.321
Sandy,5.1,0.03,1.24,8.7,19,33,0.57,1.608,7.265,0.321,4.236
Sandy,5,0.04,0.71,7.8,15,30,1.23,0.912,7.3256,0.569,9.36
Sandy,5.2,0.03,0.96,10.7,16,52,0.37,0.936,9.365,0.321,4.236
Sandy,5.3,0.03,0.85,9.2,10,47,0.54,1.176,4.651,0.356,9.325
Sandy,5.2,0.03,0.98,8.7,16,92,0.37,0.648,7.125,0.354,4.326
Sandy,5.5,0.03,0.88,11.2,13,30,0.96,0.912,5.362,0.365,4.632
Sandy,5.4,0.03,0.87,10.7,11,9,0.85,0.528,4.952,0.214,2.563
Sandy,5.2,0.03,0.97,11.7,25,36,0.24,0.552,6.325,0.365,3.625
Sandy,5.3,0.03,0.93,9.2,16,17,0.85,0.816,5.321,0.369,4.369
Sandy,5.3,0.03,1.15,10.7,18,13,1.24,0.768,6.321,0.654,5.32
Sandy,5.4,0.03,0.96,9.2,15,11,0.37,0.648,6.66,0.569,4.326
Sandy,5.5,0.02,1.14,11.7,8,31,0.37,1.416,10.23,0.369,2.365
Sandy,5.4,0.03,1.18,10.7,8,34,0.24,0.624,11.23,0.325,3.214
Sandy,5.4,0.03,1.08,14.1,9,38,5.32,0.864,9.325,0.632,3.256
Sandy,5.4,0.03,0.88,13.1,17,31,0.69,1.368,4.69,0.923,2.365
Sandy,5.4,0.03,0.89,11.7,9,31,0.56,1.344,6.325,0.369,5.36
Sandy,5.4,0.03,0.91,13.1,14,43,0.66,1.056,5.21,0.652,4.32
Sandy,5.4,0.03,0.96,12.1,17,37,1.23,1.824,6.25,0.569,6.12
Sandy,5.3,0.02,1.31,11.7,16,36,3.25,0.768,4.325,0.625,5.32
Sandy,5.3,0.02,1.08,11.7,16,39,0.7,1.296,6.325,0.425,6.23
Sandy,5.3,0.03,1.34,12.1,17,40,0.86,2.064,10.23,0.652,4.236
Sandy,5.4,0.02,1.31,11.7,14,15,0.85,1.776,11.32,0.963,6.321
Sandy,5.2,0.02,1.1,12.1,16,27,0.37,1.416,9.63,0.854,2.365
Sandy,5.2,0.02,1.79,14.1,14,30,0.65,1.272,8.26,0.214,6.325
Sandy,5.1,0.02,1.56,9.7,19,34,0.96,1.032,7.365,0.652,4.365
Sandy,5.2,0.02,1.66,13.1,15,23,0.37,0.6,9.32,0.356,6.213
Sandy,5.1,0.03,1.74,11.7,15,30,1.23,0.888,8.256,0.254,5.236
Sandy,5.1,0.03,1.64,13.1,15,38,0.46,2.952,9.36,0.365,5.326
Sandy,5.2,0.03,1.6,9.7,18,32,0.37,1.704,10.23,0.962,4.236
Sandy,5.2,0.03,1.7,9.2,43,81,0.7,1.584,11.23,0.325,9.325
Sandy,5.2,0.02,1.84,11.2,36,37,0.46,1.608,10.95,0.425,4.623
Sandy,5.1,0.03,1.39,5.8,22,18,0.24,1.704,5.369,0.365,5.236
Sandy,5,0.03,1.44,6.3,25,19,0.33,1.272,6.321,0.625,3.21
